file_name,bbox,x1,y1,x2,y2,width,height,bbox_area,mask_area
img0334.jpg,0,8,308,24,328,16,20,320,206
img0334.jpg,1,187,304,256,336,69,32,2208,1463
img0334.jpg,2,425,311,464,345,39,34,1326,1045
img0334.jpg,3,535,314,598,350,63,36,2268,1613
img0334.jpg,4,661,309,744,351,83,42,3486,3030
img0344.jpg,0,62,299,130,334,68,35,2380,1782
img0344.jpg,1,299,309,332,337,33,28,924,674
img0344.jpg,2,410,310,473,347,63,37,2331,1936
img0344.jpg,3,533,313,616,351,83,38,3154,2408
img0344.jpg,4,664,313,694,351,30,38,1140,783
img0354.jpg,0,166,303,201,334,35,31,1085,745
img0354.jpg,1,280,307,339,338,59,31,1829,1382
img0354.jpg,2,406,309,490,348,84,39,3276,2729
img0354.jpg,3,528,312,559,346,31,34,1054,785
img0354.jpg,4,737,308,787,351,50,43,2150,1675
img0365.jpg,0,39,301,68,331,29,30,870,695
img0365.jpg,1,145,299,204,336,59,37,2183,1670
img0365.jpg,2,272,306,351,339,79,33,2607,2093
img0365.jpg,3,390,314,416,340,26,26,676,577
img0365.jpg,4,609,313,655,351,46,38,1748,1508
img0365.jpg,5,721,308,765,351,44,43,1892,1461
img0365.jpg,6,785,313,800,351,15,38,570,444
img0375.jpg,0,0,296,23,331,23,35,805,660
img0375.jpg,1,87,297,165,335,78,38,2964,2529
img0375.jpg,2,194,313,216,332,22,19,418,319
img0375.jpg,3,427,311,476,347,49,36,1764,1414
img0375.jpg,4,538,315,581,347,43,32,1376,955
img0375.jpg,5,610,310,666,351,56,41,2296,1770
img0375.jpg,6,769,313,800,351,31,38,1178,1041
img0385.jpg,0,0,296,39,332,39,36,1404,1276
img0385.jpg,1,64,311,84,331,20,20,400,311
img0385.jpg,2,302,308,346,338,44,30,1320,1055
img0385.jpg,3,415,310,456,345,41,35,1435,1117
img0385.jpg,4,484,312,540,349,56,37,2072,1752
img0385.jpg,5,651,311,689,351,38,40,1520,1246
img0385.jpg,6,790,313,800,351,10,38,380,323
img0395.jpg,0,170,304,216,335,46,31,1426,1002
img0395.jpg,1,286,311,323,337,37,26,962,709
img0395.jpg,2,358,309,410,342,52,33,1716,1431
img0395.jpg,3,522,312,560,347,38,35,1330,1035
img0395.jpg,4,665,307,755,354,90,47,4230,3460
img0395.jpg,5,767,305,800,352,33,47,1551,1203
img0405.jpg,0,47,302,86,333,39,31,1209,1029
img0405.jpg,1,155,302,194,335,39,33,1287,1010
img0405.jpg,2,225,304,277,336,52,32,1664,1258
img0405.jpg,3,397,311,434,343,37,32,1184,912
img0405.jpg,4,539,313,629,351,90,38,3420,2507
img0405.jpg,5,647,307,716,353,69,46,3174,2466
img0405.jpg,6,718,308,800,354,82,46,3772,3336
img0415.jpg,0,31,302,63,332,32,30,960,771
img0415.jpg,1,95,297,144,335,49,38,1862,1432
img0415.jpg,2,265,313,298,337,33,24,792,615
img0415.jpg,3,410,310,500,349,90,39,3510,3014
img0415.jpg,4,514,311,581,349,67,38,2546,1821
img0415.jpg,5,593,305,800,356,207,51,10557,8485
img0425.jpg,0,0,304,14,323,14,19,266,196
img0425.jpg,1,126,304,159,332,33,28,924,822
img0425.jpg,2,272,305,361,340,89,35,3115,2412
img0425.jpg,3,384,308,449,345,65,37,2405,1949
img0425.jpg,4,450,307,789,355,339,48,16272,12302
img0435.jpg,0,4,306,25,326,21,20,420,308
img0435.jpg,1,140,301,222,335,82,34,2788,2014
img0435.jpg,2,249,311,308,337,59,26,1534,1173
img0435.jpg,3,321,307,661,351,340,44,14960,10925
img0445.jpg,0,9,297,85,332,76,35,2660,2268
img0445.jpg,1,108,297,170,333,62,36,2232,1811
img0445.jpg,2,174,301,522,349,348,48,16704,10645
img0445.jpg,3,760,313,783,349,23,36,828,631
img0455.jpg,0,0,295,379,338,379,43,16297,11642
img0455.jpg,1,619,315,644,347,25,32,800,577
img0455.jpg,2,784,313,800,348,16,35,560,481
img0466.jpg,0,0,294,158,333,158,39,6162,5191
img0466.jpg,1,398,319,415,337,17,18,306,242
img0466.jpg,2,566,312,591,347,25,35,875,579
img0466.jpg,3,640,311,665,351,25,40,1000,745
img0476.jpg,0,0,303,16,330,16,27,432,339
img0476.jpg,1,414,314,438,341,24,27,648,493
img0476.jpg,2,487,315,513,347,26,32,832,694
img0476.jpg,3,657,305,702,351,45,46,2070,1538
img0476.jpg,4,721,312,800,351,79,39,3081,1854
img0486.jpg,0,82,304,103,327,21,23,483,303
img0486.jpg,1,260,317,279,334,19,17,323,222
img0486.jpg,2,336,312,355,336,19,24,456,313
img0486.jpg,3,511,311,554,347,43,36,1548,1274
img0486.jpg,4,577,313,671,351,94,38,3572,2146
img0496.jpg,0,99,303,122,329,23,26,598,431
img0496.jpg,1,176,307,196,330,20,23,460,298
img0496.jpg,2,364,309,406,341,42,32,1344,1058
img0496.jpg,3,430,309,517,348,87,39,3393,2402
img0496.jpg,4,673,313,703,352,30,39,1170,920
img0496.jpg,5,754,309,783,349,29,40,1160,828
img0506.jpg,0,20,304,35,327,15,23,345,211
img0506.jpg,1,207,303,247,335,40,32,1280,1036
img0506.jpg,2,276,309,355,337,79,28,2212,1514
img0506.jpg,3,513,312,543,346,30,34,1020,795
img0506.jpg,4,607,313,631,351,24,38,912,667
img0506.jpg,5,727,307,800,351,73,44,3212,2643
img0516.jpg,0,55,297,95,334,40,37,1480,1066
img0516.jpg,1,119,300,198,334,79,34,2686,1823
img0516.jpg,2,360,312,383,338,23,26,598,469
img0516.jpg,3,448,311,479,345,31,34,1054,856
img0516.jpg,4,576,312,663,351,87,39,3393,2507
img0516.jpg,5,744,305,781,351,37,46,1702,1259
img0527.jpg,0,106,303,130,330,24,27,648,536
img0527.jpg,1,201,311,225,332,24,21,504,351
img0527.jpg,2,334,306,422,342,88,36,3168,2313
img0527.jpg,3,503,310,543,347,40,37,1480,1246
img0527.jpg,4,588,318,619,347,31,29,899,743
img0527.jpg,5,675,309,747,351,72,42,3024,2108
img0537.jpg,0,39,306,59,329,20,23,460,347
img0537.jpg,1,162,300,249,336,87,36,3132,2081
img0537.jpg,2,341,308,377,338,36,30,1080,900
img0537.jpg,3,421,310,456,344,35,34,1190,913
img0537.jpg,4,513,310,582,347,69,37,2553,1878
img0537.jpg,5,654,305,711,351,57,46,2622,2167
img0537.jpg,6,747,310,782,351,35,41,1435,1110
img0547.jpg,0,0,296,78,332,78,36,2808,2077
img0547.jpg,1,163,302,201,335,38,33,1254,892
img0547.jpg,2,248,313,277,336,29,23,667,554
img0547.jpg,3,344,307,412,341,68,34,2312,1716
img0547.jpg,4,480,309,540,349,60,40,2400,1980
img0547.jpg,5,577,313,613,348,36,35,1260,905
img0547.jpg,6,688,305,786,351,98,46,4508,3810
img0557.jpg,0,0,297,26,331,26,34,884,648
img0557.jpg,1,72,300,102,332,30,32,960,726
img0557.jpg,2,163,299,229,336,66,37,2442,1596
img0557.jpg,3,304,305,361,339,57,34,1938,1534
img0557.jpg,4,401,310,441,343,40,33,1320,1082
img0557.jpg,5,512,310,618,351,106,41,4346,3147
img0557.jpg,6,754,308,800,351,46,43,1978,1700
img0567.jpg,0,0,297,52,331,52,34,1768,1263
img0567.jpg,1,122,297,177,333,55,36,1980,1639
img0567.jpg,2,222,303,256,335,34,32,1088,847
img0567.jpg,3,336,305,441,344,105,39,4095,3365
img0567.jpg,4,577,312,639,351,62,39,2418,1755
img0567.jpg,5,689,310,729,351,40,41,1640,1177
img0567.jpg,6,785,313,800,351,15,38,570,511
img0577.jpg,0,42,300,72,331,30,31,930,757
img0577.jpg,1,149,297,252,337,103,40,4120,3228
img0577.jpg,2,396,309,454,344,58,35,2030,1731
img0577.jpg,3,508,312,544,347,36,35,1260,1028
img0577.jpg,4,609,313,647,348,38,35,1330,1032
img0577.jpg,5,679,310,735,351,56,41,2296,2025
img0587.jpg,0,0,295,62,333,62,38,2356,2073
img0587.jpg,1,204,302,258,336,54,34,1836,1479
img0587.jpg,2,321,307,353,338,32,31,992,769
img0587.jpg,3,418,309,459,344,41,35,1435,1103
img0587.jpg,4,491,311,549,348,58,37,2146,1833
img0587.jpg,5,618,305,680,349,62,44,2728,2075
img0587.jpg,6,760,313,800,351,40,38,1520,906
img0597.jpg,0,18,299,64,332,46,33,1518,1260
img0597.jpg,1,125,302,158,332,33,30,990,811
img0597.jpg,2,224,303,259,336,35,33,1155,917
img0597.jpg,3,298,306,353,338,55,32,1760,1425
img0597.jpg,4,425,309,488,348,63,39,2457,2008
img0597.jpg,5,576,312,607,351,31,39,1209,812
img0597.jpg,6,640,305,735,351,95,46,4370,3698
img0607.jpg,0,32,300,64,332,32,32,1024,827
img0607.jpg,1,97,296,153,334,56,38,2128,1622
img0607.jpg,2,225,304,288,337,63,33,2079,1627
img0607.jpg,3,380,312,413,342,33,30,990,794
img0607.jpg,4,440,308,543,349,103,41,4223,3481
img0607.jpg,5,688,310,735,351,47,41,1927,1580
img0607.jpg,6,745,313,778,351,33,38,1254,1006
img0617.jpg,0,31,297,85,332,54,35,1890,1592
img0617.jpg,1,176,304,208,335,32,31,992,687
img0617.jpg,2,238,304,340,338,102,34,3468,2605
img0617.jpg,3,489,312,536,348,47,36,1692,1416
img0617.jpg,4,546,318,583,345,37,27,999,790
img0617.jpg,5,657,307,705,351,48,44,2112,1837
img0617.jpg,6,768,313,800,351,32,38,1216,934
img0627.jpg,0,33,296,130,334,97,38,3686,2956
img0627.jpg,1,281,309,324,336,43,27,1161,875
img0627.jpg,2,344,307,377,338,33,31,1023,822
img0627.jpg,3,449,311,501,348,52,37,1924,1626
img0627.jpg,4,564,319,594,347,30,28,840,625
img0627.jpg,5,640,307,712,351,72,44,3168,2765
img0637.jpg,0,74,297,114,333,40,36,1440,1121
img0637.jpg,1,131,299,166,333,35,34,1190,914
img0637.jpg,2,240,308,288,337,48,29,1392,1095
img0637.jpg,3,359,310,388,340,29,30,870,689
img0637.jpg,4,431,310,506,349,75,39,2925,2520
img0637.jpg,5,596,315,633,351,37,36,1332,1016
img0637.jpg,6,673,310,712,351,39,41,1599,1305
img0637.jpg,7,733,313,761,351,28,38,1064,813
img0647.jpg,0,28,300,68,332,40,32,1280,1083
img0647.jpg,1,135,300,164,333,29,33,957,733
img0647.jpg,2,208,301,283,337,75,36,2700,2091
img0647.jpg,3,377,311,418,342,41,31,1271,1034
img0647.jpg,4,456,311,496,348,40,37,1480,1248
img0647.jpg,5,512,311,544,346,32,35,1120,932
img0647.jpg,6,584,316,613,347,29,31,899,680
img0647.jpg,7,649,313,679,349,30,36,1080,841
img0647.jpg,8,759,310,800,353,41,43,1763,1387
img0657.jpg,0,0,296,64,333,64,37,2368,1903
img0657.jpg,1,155,300,195,335,40,35,1400,1058
img0657.jpg,2,237,305,274,336,37,31,1147,847
img0657.jpg,3,293,309,322,336,29,27,783,519
img0657.jpg,4,366,310,395,340,29,30,870,684
img0657.jpg,5,427,311,456,343,29,32,928,747
img0657.jpg,6,545,318,601,347,56,29,1624,1295
img0657.jpg,7,631,305,735,351,104,46,4784,3548
img0667.jpg,0,21,298,51,331,30,33,990,759
img0667.jpg,1,65,300,96,332,31,32,992,689
img0667.jpg,2,136,300,164,333,28,33,924,725
img0667.jpg,3,198,311,223,333,25,22,550,422
img0667.jpg,4,323,306,378,339,55,33,1815,1546
img0667.jpg,5,407,309,512,348,105,39,4095,3194
img0667.jpg,6,646,309,702,351,56,42,2352,1922
img0667.jpg,7,752,310,800,351,48,41,1968,1460
img0677.jpg,0,96,296,146,335,50,39,1950,1561
img0677.jpg,1,177,300,274,336,97,36,3492,2506
img0677.jpg,2,421,309,476,346,55,37,2035,1603
img0677.jpg,3,528,312,597,347,69,35,2415,1733
img0677.jpg,4,657,307,706,351,49,44,2156,1802
img0677.jpg,5,720,307,777,351,57,44,2508,2018
img0687.jpg,0,101,297,152,333,51,36,1836,1454
img0687.jpg,1,209,301,278,336,69,35,2415,1517
img0687.jpg,2,343,307,391,340,48,33,1584,1311
img0687.jpg,3,407,309,466,345,59,36,2124,1816
img0687.jpg,4,605,310,671,351,66,41,2706,2297
img0687.jpg,5,730,311,783,351,53,40,2120,1724
img0697.jpg,0,0,299,52,330,52,31,1612,1276
img0697.jpg,1,112,297,160,334,48,37,1776,1441
img0697.jpg,2,178,301,235,336,57,35,1995,1468
img0697.jpg,3,375,308,448,344,73,36,2628,2159
img0697.jpg,4,505,311,561,348,56,37,2072,1752
img0697.jpg,5,656,311,696,351,40,40,1600,1271
img0697.jpg,6,720,306,800,352,80,46,3680,3079
img0707.jpg,0,0,303,15,331,15,28,420,345
img0707.jpg,1,149,300,218,337,69,37,2553,1943
img0707.jpg,2,283,308,336,339,53,31,1643,1198
img0707.jpg,3,433,311,476,347,43,36,1548,1243
img0707.jpg,4,496,311,607,351,111,40,4440,3218
img0707.jpg,5,710,313,764,351,54,38,2052,1371
img0717.jpg,0,55,298,104,335,49,37,1813,1443
img0717.jpg,1,200,303,240,337,40,34,1360,1036
img0717.jpg,2,265,305,378,341,113,36,4068,3251
img0717.jpg,3,478,312,524,348,46,36,1656,1390
img0717.jpg,4,601,314,654,351,53,37,1961,1522
img0717.jpg,5,735,309,800,354,65,45,2925,2627
img0727.jpg,0,0,299,18,331,18,32,576,514
img0727.jpg,1,42,296,146,336,104,40,4160,3688
img0727.jpg,2,252,313,292,337,40,24,960,742
img0727.jpg,3,375,310,428,344,53,34,1802,1460
img0727.jpg,4,512,312,596,351,84,39,3276,2410
img0727.jpg,5,610,316,639,348,29,32,928,656
img0727.jpg,6,753,310,788,351,35,41,1435,1166
img0737.jpg,0,29,304,63,332,34,28,952,742
img0737.jpg,1,144,300,194,336,50,36,1800,1359
img0737.jpg,2,283,306,370,340,87,34,2958,2331
img0737.jpg,3,373,312,405,341,32,29,928,668
img0737.jpg,4,524,312,567,347,43,35,1505,1124
img0737.jpg,5,593,316,639,351,46,35,1610,1311
img0737.jpg,6,688,308,740,351,52,43,2236,1932
img0747.jpg,0,57,296,167,336,110,40,4400,3499
img0747.jpg,1,298,308,336,338,38,30,1140,856
img0747.jpg,2,366,309,412,343,46,34,1564,1257
img0747.jpg,3,457,312,516,351,59,39,2301,1914
img0747.jpg,4,588,314,640,351,52,37,1924,1575
img0747.jpg,5,705,313,759,353,54,40,2160,1672
img0758.jpg,0,33,300,72,333,39,33,1287,1046
img0758.jpg,1,123,298,177,335,54,37,1998,1596
img0758.jpg,2,252,311,307,338,55,27,1485,1160
img0758.jpg,3,378,310,431,344,53,34,1802,1416
img0758.jpg,4,474,312,508,349,34,37,1258,979
img0758.jpg,5,546,318,602,349,56,31,1736,1311
img0758.jpg,6,626,313,656,351,30,38,1140,791
img0758.jpg,7,735,309,783,351,48,42,2016,1754
img0768.jpg,0,56,297,102,335,46,38,1748,1340
img0768.jpg,1,150,301,179,332,29,31,899,705
img0768.jpg,2,224,303,279,338,55,35,1925,1548
img0768.jpg,3,303,309,330,337,27,28,756,576
img0768.jpg,4,416,310,469,346,53,36,1908,1562
img0768.jpg,5,536,313,622,351,86,38,3268,2390
img0768.jpg,6,726,312,800,351,74,39,2886,2470
img0778.jpg,0,1,297,48,334,47,37,1739,1372
img0778.jpg,1,69,302,95,332,26,30,780,597
img0778.jpg,2,182,303,232,337,50,34,1700,1267
img0778.jpg,3,306,306,393,342,87,36,3132,2561
img0778.jpg,4,496,311,607,349,111,38,4218,3028
img0778.jpg,5,717,309,800,355,83,46,3818,3146
img0788.jpg,0,72,296,152,335,80,39,3120,2642
img0788.jpg,1,262,307,370,340,108,33,3564,2555
img0788.jpg,2,482,311,588,349,106,38,4028,3182
img0788.jpg,3,673,311,735,351,62,40,2480,1728
img0798.jpg,0,30,296,129,335,99,39,3861,2968
img0798.jpg,1,244,308,348,339,104,31,3224,2514
img0798.jpg,2,439,311,502,347,63,36,2268,1561
img0798.jpg,3,571,316,620,351,49,35,1715,1264
img0798.jpg,4,692,312,743,351,51,39,1989,1629
img0798.jpg,5,791,313,800,351,9,38,342,263
img0808.jpg,0,10,297,102,334,92,37,3404,2817
img0808.jpg,1,192,304,239,336,47,32,1504,1138
img0808.jpg,2,328,308,377,339,49,31,1519,1336
img0808.jpg,3,451,311,503,349,52,38,1976,1621
img0808.jpg,4,552,316,623,351,71,35,2485,1823
img0808.jpg,5,708,311,760,351,52,40,2080,1632
img0818.jpg,0,86,299,133,333,47,34,1598,1362
img0818.jpg,1,208,303,256,336,48,33,1584,1252
img0818.jpg,2,314,306,385,341,71,35,2485,2074
img0818.jpg,3,473,312,526,349,53,37,1961,1693
img0818.jpg,4,597,316,661,351,64,35,2240,1641
img0818.jpg,5,730,311,800,351,70,40,2800,2198
img0828.jpg,0,0,303,15,330,15,27,405,298
img0828.jpg,1,67,297,135,335,68,38,2584,2198
img0828.jpg,2,225,304,274,336,49,32,1568,1191
img0828.jpg,3,350,309,418,341,68,32,2176,1476
img0828.jpg,4,488,312,559,350,71,38,2698,2057
img0828.jpg,5,593,316,629,349,36,33,1188,913
img0828.jpg,6,713,309,800,354,87,45,3915,3221
img0838.jpg,0,0,303,31,332,31,29,899,766
img0838.jpg,1,102,300,144,335,42,35,1470,1164
img0838.jpg,2,245,310,315,338,70,28,1960,1265
img0838.jpg,3,352,309,387,341,35,32,1120,869
img0838.jpg,4,473,311,579,350,106,39,4134,3323
img0838.jpg,5,713,308,800,354,87,46,4002,2982
img0849.jpg,0,0,300,24,331,24,31,744,569
img0849.jpg,1,110,297,213,336,103,39,4017,3096
img0849.jpg,2,356,309,458,345,102,36,3672,2833
img0849.jpg,3,609,309,711,351,102,42,4284,3597
img0859.jpg,0,105,297,205,335,100,38,3800,2714
img0859.jpg,1,360,309,464,346,104,37,3848,3303
img0859.jpg,2,610,315,639,348,29,33,957,724
img0859.jpg,3,675,311,767,351,92,40,3680,3359
img0871.jpg,0,127,304,156,333,29,29,841,667
img0871.jpg,1,196,301,289,338,93,37,3441,2621
img0871.jpg,2,477,312,520,349,43,37,1591,1286
img0871.jpg,3,538,313,606,349,68,36,2448,1726
img0871.jpg,4,666,313,695,349,29,36,1044,799
img0881.jpg,0,0,298,32,332,32,34,1088,951
img0881.jpg,1,220,304,256,336,36,32,1152,907
img0881.jpg,2,281,306,351,339,70,33,2310,1723
img0881.jpg,3,404,311,432,342,28,31,868,630
img0881.jpg,4,573,317,607,351,34,34,1156,854
img0881.jpg,5,711,313,761,351,50,38,1900,1611
img0891.jpg,0,20,297,82,333,62,36,2232,1872
img0891.jpg,1,130,304,154,331,24,27,648,464
img0891.jpg,2,310,309,344,337,34,28,952,727
img0891.jpg,3,448,311,501,348,53,37,1961,1689
